CustomerID,FirstName,LastName,DateOfBirth,AddressID,CustomerTypeID,Street,City,Country,CustomerType,AccountID,AccountTypeID,AccountStatusID,Balance,OpeningDate,AccountType,AccountStatus,LoanStatus,OpeningYear,age,AccountAge
10578,Shizuko,Boyer,2000-08-23 00:00:00.000000,635,3,Torrens,,United States,Large Enterprise,200567.0,5.0,1.0,239.3,2020-01-28 00:00:00.000000,Youth,Active,Active,2020.0,25.0,6
10148,Avelina,Barker,1997-10-27 00:00:00.000000,28,2,Old Horford,Carlsbad,United States,Small Business,201566.0,2.0,1.0,65786.08,2021-02-07 00:00:00.000000,Savings,Active,Active,2021.0,28.0,5
10148,Avelina,Barker,1997-10-27 00:00:00.000000,28,2,Old Horford,Carlsbad,United States,Small Business,200477.0,4.0,1.0,17927.93,2021-04-09 00:00:00.000000,Business,Active,Active,2021.0,28.0,5
10790,Cliff,Short,1969-01-14 00:00:00.000000,193,3,Cedar,Selma,United States,Large Enterprise,,,,,,,,,,57.0,
10125,Amberly,Bowen,2000-01-27 00:00:00.000000,982,2,Adolph Sutro,Benbrook,United States,Small Business,200724.0,4.0,1.0,70644.62,2021-03-05 00:00:00.000000,Business,Active,Active,2021.0,26.0,5
10125,Amberly,Bowen,2000-01-27 00:00:00.000000,982,2,Adolph Sutro,Benbrook,United States,Small Business,201506.0,2.0,1.0,73456.64,2020-05-26 00:00:00.000000,Savings,Active,Active,2020.0,26.0,6
10125,Amberly,Bowen,2000-01-27 00:00:00.000000,982,2,Adolph Sutro,Benbrook,United States,Small Business,201647.0,3.0,1.0,51553.2,2021-08-28 00:00:00.000000,Payroll,Active,Active,2021.0,26.0,5
10125,Amberly,Bowen,2000-01-27 00:00:00.000000,982,2,Adolph Sutro,Benbrook,United States,Small Business,200497.0,5.0,1.0,39886.3,2018-08-08 00:00:00.000000,Youth,Active,Active,2018.0,26.0,8
10233,Nisha,,1999-09-15 00:00:00.000000,591,1,Dearborn,Mount Prospect,United States,Individual,201114.0,1.0,1.0,90752.35,2018-02-16 00:00:00.000000,Checking,Active,Active,2018.0,26.0,8
10234,Eduardo,Goff,1968-11-17 00:00:00.000000,85,1,Edinburgh,Green,United States,Individual,,,,,,,,,,57.0,
10961,Audrea,French,1962-03-29 00:00:00.000000,670,1,Sixth,Kearny,United States,Individual,,,,,,,,,,64.0,
10671,Sherell,Hamilton,1996-07-14 00:00:00.000000,1041,1,Granville,Gallup,United States,Individual,200314.0,2.0,1.0,54976.37,2019-08-23 00:00:00.000000,Savings,Active,Active,2019.0,30.0,7
10671,Sherell,Hamilton,1996-07-14 00:00:00.000000,1041,1,Granville,Gallup,United States,Individual,200150.0,4.0,1.0,11656.24,2018-08-17 00:00:00.000000,Business,Active,Active,2018.0,30.0,8
10682,Ambrose,Harrison,1976-06-29 00:00:00.000000,455,1,Worden,McKeesport,United States,Individual,,,,,,,,,,50.0,
10533,Rodolfo,Fitzgerald,1988-02-12 00:00:00.000000,634,2,Del Sur,Parma Heights,United States,Small Business,,,,,,,,,,38.0,
10523,Phil,Clay,1999-11-02 00:00:00.000000,479,3,Montcalm,Racine,United States,Large Enterprise,,,,,,,,,,26.0,
10131,Quintin,Wheeler,1976-01-21 00:00:00.000000,1201,1,Dock,Pomona,United States,Individual,,,,,,,,,,50.0,
10575,Mel,Hobbs,1992-12-18 00:00:00.000000,143,1,Cargo,Menasha,United States,Individual,200736.0,2.0,1.0,11911.62,2018-06-13 00:00:00.000000,Savings,Active,Active,2018.0,33.0,8
10575,Mel,Hobbs,1992-12-18 00:00:00.000000,143,1,Cargo,Menasha,United States,Individual,200900.0,2.0,1.0,40320.06,2020-03-19 00:00:00.000000,Savings,Active,Active,2020.0,33.0,6
10575,Mel,Hobbs,1992-12-18 00:00:00.000000,143,1,Cargo,Menasha,United States,Individual,201182.0,2.0,2.0,82184.28,2021-12-09 00:00:00.000000,Savings,Inactive,Inactive,2021.0,33.0,5
10575,Mel,Hobbs,1992-12-18 00:00:00.000000,143,1,Cargo,Menasha,United States,Individual,200293.0,2.0,2.0,31914.05,2022-02-01 00:00:00.000000,Savings,Inactive,Inactive,2022.0,33.0,4
10941,Lamont,Mcgowan,2000-03-16 00:00:00.000000,87,2,Hegal,Lemon Grove,United States,Small Business,,,,,,,,,,26.0,
10252,Loralee,Dodson,1988-10-13 00:00:00.000000,1058,1,Jack Kerouac,O'Fallon,United States,Individual,200698.0,1.0,1.0,6818.08,2020-05-29 00:00:00.000000,Checking,Active,Active,2020.0,37.0,6
10830,,Burt,1992-06-29 00:00:00.000000,1169,2,Ellis,Bessemer,United States,Small Business,201110.0,4.0,1.0,12736.16,2019-09-22 00:00:00.000000,Business,Active,Active,2019.0,34.0,7
10223,Ray,Farmer,1998-01-11 00:00:00.000000,193,1,Cedar,Selma,United States,Individual,201312.0,4.0,1.0,73001.03,2018-10-14 00:00:00.000000,Business,Active,Active,2018.0,28.0,8
10223,Ray,Farmer,1998-01-11 00:00:00.000000,193,1,Cedar,Selma,United States,Individual,200506.0,2.0,2.0,31595.48,2020-05-05 00:00:00.000000,Savings,Inactive,Inactive,2020.0,28.0,6
10922,Adan,Benton,1997-07-29 00:00:00.000000,841,1,Osgood,Jamestown,United States,Individual,200851.0,4.0,1.0,4671.65,2020-06-16 00:00:00.000000,Business,Active,Active,2020.0,28.0,6
10048,Matthew,Mcclure,1991-01-16 00:00:00.000000,615,2,Seymour,Waukegan,United States,Small Business,201216.0,3.0,2.0,6196.05,2019-02-05 00:00:00.000000,Payroll,Inactive,Inactive,2019.0,35.0,7
10048,Matthew,Mcclure,1991-01-16 00:00:00.000000,615,2,Seymour,Waukegan,United States,Small Business,201109.0,1.0,1.0,68460.3,2019-08-02 00:00:00.000000,Checking,Active,Active,2019.0,35.0,7
10048,Matthew,Mcclure,1991-01-16 00:00:00.000000,615,2,Seymour,Waukegan,United States,Small Business,201564.0,4.0,1.0,29141.77,2018-10-18 00:00:00.000000,Business,Active,Active,2018.0,35.0,8
10001,Sherrell,Barlow,1969-06-07 00:00:00.000000,560,2,Morning Glory,Bellflower,United States,Small Business,201372.0,3.0,1.0,20267.12,2018-02-21 00:00:00.000000,Payroll,Active,Active,2018.0,57.0,8
10013,Eric,Franks,1966-04-14 00:00:00.000000,849,3,Minna,Ocoee,United States,Large Enterprise,201427.0,5.0,2.0,74732.41,2020-03-04 00:00:00.000000,Youth,Inactive,Inactive,2020.0,60.0,6
10165,Dominique,Allison,1984-04-28 00:00:00.000000,1176,1,Edgewood,Hampton,United States,Individual,,,,,,,,,,42.0,
10466,Bruce,Branch,1988-02-11 00:00:00.000000,675,1,,East Ridge,United States,Individual,200962.0,4.0,1.0,93428.62,2020-01-13 00:00:00.000000,Business,Active,Active,2020.0,38.0,6
10938,Graham,Dalton,1999-05-01 00:00:00.000000,400,1,Clarence,Paso Robles,United States,Individual,201262.0,2.0,1.0,43169.25,2018-10-19 00:00:00.000000,Savings,Active,Active,2018.0,27.0,8
10938,Graham,Dalton,1999-05-01 00:00:00.000000,400,1,Clarence,Paso Robles,United States,Individual,200130.0,5.0,1.0,75867.46,2022-01-14 00:00:00.000000,Youth,Active,Active,2022.0,27.0,4
10641,Gino,Hopkins,1964-11-23 00:00:00.000000,740,2,Arch,Sayreville,United States,Small Business,,,,,,,,,,61.0,
10222,Verline,Kelley,1980-05-02 00:00:00.000000,699,3,Hamerton,Grand Junction,United States,Large Enterprise,,,,,,,,,,46.0,
10420,Bruna,Henry,1964-04-17 00:00:00.000000,152,2,Tocoloma,St. Clair Shores,United States,Small Business,200642.0,1.0,1.0,62988.18,2018-07-28 00:00:00.000000,Checking,Active,Active,2018.0,62.0,8
10296,Zandra,Delaney,1988-03-04 00:00:00.000000,579,3,Security Pacific,Somerville,United States,Large Enterprise,200588.0,5.0,1.0,48270.26,2020-07-02 00:00:00.000000,Youth,Active,Active,2020.0,38.0,6
10296,Zandra,Delaney,1988-03-04 00:00:00.000000,579,3,Security Pacific,Somerville,United States,Large Enterprise,201219.0,3.0,2.0,73253.03,2021-08-16 00:00:00.000000,Payroll,Inactive,Inactive,2021.0,38.0,5
10296,Zandra,Delaney,1988-03-04 00:00:00.000000,579,3,Security Pacific,Somerville,United States,Large Enterprise,201430.0,2.0,2.0,57836.52,2020-09-12 00:00:00.000000,Savings,Inactive,Inactive,2020.0,38.0,6
10376,Mardell,Nguyen,1965-06-19 00:00:00.000000,1077,1,Roanoke,Westlake,United States,Individual,,,,,,,,,,61.0,
10987,Rosana,Drake,1971-10-26 00:00:00.000000,1196,3,Larch,Walnut,United States,Large Enterprise,200019.0,2.0,1.0,46697.84,2018-04-14 00:00:00.000000,Savings,Active,Active,2018.0,54.0,8
10133,Eliseo,Cantu,1977-06-11 00:00:00.000000,756,3,Diaz,Coral Gables,United States,Large Enterprise,200806.0,3.0,1.0,44471.11,2021-08-11 00:00:00.000000,Payroll,Active,Active,2021.0,49.0,5
10133,Eliseo,Cantu,1977-06-11 00:00:00.000000,756,3,Diaz,Coral Gables,United States,Large Enterprise,200086.0,3.0,1.0,48388.47,2026-03-20 15:01:42.900415,Payroll,Active,Active,2026.0,49.0,0
10133,Eliseo,Cantu,1977-06-11 00:00:00.000000,756,3,Diaz,Coral Gables,United States,Large Enterprise,200117.0,4.0,1.0,6087.13,2019-03-12 00:00:00.000000,Business,Active,Active,2019.0,49.0,7
10673,Demetrius,Roth,1994-05-20 00:00:00.000000,340,1,Berry Extension,Beckley,United States,Individual,,,,,,,,,,32.0,
11077,Reynalda,Flynn,1972-03-21 00:00:00.000000,920,3,Pfeiffer,Valdosta,United States,Large Enterprise,200582.0,3.0,1.0,43027.89,2018-10-19 00:00:00.000000,Payroll,Active,Active,2018.0,54.0,8
10777,Jacquelynn,Bush,1997-09-19 00:00:00.000000,12,3,Judson,Bellwood,United States,Large Enterprise,200611.0,3.0,1.0,52143.22,2019-02-26 00:00:00.000000,Payroll,Active,Active,2019.0,28.0,7
10854,Leontine,May,2000-12-07 00:00:00.000000,36,1,Pizarro,Pocatello,United States,Individual,,,,,,,,,,25.0,
10512,Deeann,Spears,1961-01-25 00:00:00.000000,905,2,,Rochester Hills,United States,Small Business,201481.0,3.0,1.0,46114.57,2021-03-01 00:00:00.000000,Payroll,Active,Active,2021.0,65.0,5
10512,Deeann,Spears,1961-01-25 00:00:00.000000,905,2,,Rochester Hills,United States,Small Business,201319.0,2.0,1.0,25501.32,2019-01-29 00:00:00.000000,Savings,Active,Active,2019.0,65.0,7
10045,Yasuko,Greer,1986-11-09 00:00:00.000000,945,1,Parque,North Chicago,United States,Individual,200907.0,1.0,1.0,82824.07,2018-08-16 00:00:00.000000,Checking,Active,Active,2018.0,39.0,8
10045,Yasuko,Greer,1986-11-09 00:00:00.000000,945,1,Parque,North Chicago,United States,Individual,200999.0,1.0,1.0,45056.58,2018-05-09 00:00:00.000000,Checking,Active,Active,2018.0,39.0,8
10045,Yasuko,Greer,1986-11-09 00:00:00.000000,945,1,Parque,North Chicago,United States,Individual,200480.0,4.0,1.0,25494.74,2018-10-04 00:00:00.000000,Business,Active,Active,2018.0,39.0,8
10066,Calvin,Donaldson,1967-06-24 00:00:00.000000,517,2,Pontiac,Tallmadge,United States,Small Business,201383.0,2.0,1.0,29435.63,2019-04-24 00:00:00.000000,Savings,Active,Active,2019.0,59.0,7
10066,Calvin,Donaldson,1967-06-24 00:00:00.000000,517,2,Pontiac,Tallmadge,United States,Small Business,200909.0,4.0,1.0,10768.21,2018-09-24 00:00:00.000000,Business,Active,Active,2018.0,59.0,8
10066,Calvin,Donaldson,1967-06-24 00:00:00.000000,517,2,Pontiac,Tallmadge,United States,Small Business,201083.0,5.0,1.0,32364.42,,Youth,Active,Active,,59.0,
11082,Pierre,Cross,1989-09-18 00:00:00.000000,463,3,Cabrillo,New London,United States,Large Enterprise,200727.0,5.0,1.0,73899.9,2022-02-06 00:00:00.000000,Youth,Active,Active,2022.0,36.0,4
11082,Pierre,Cross,1989-09-18 00:00:00.000000,463,3,Cabrillo,New London,United States,Large Enterprise,201245.0,1.0,1.0,56432.88,2020-01-17 00:00:00.000000,Checking,Active,Active,2020.0,36.0,6
10816,Riva,Powell,1972-10-02 00:00:00.000000,109,2,Cargo,Mineral Wells,United States,Small Business,201388.0,2.0,1.0,94760.32,2021-03-10 00:00:00.000000,Savings,Active,Active,2021.0,53.0,5
10816,Riva,Powell,1972-10-02 00:00:00.000000,109,2,Cargo,Mineral Wells,United States,Small Business,201388.0,2.0,1.0,94760.32,2021-03-10 00:00:00.000000,Savings,Active,Active,2021.0,53.0,5
11083,Elfreda,Sheppard,1994-04-05 00:00:00.000000,1200,3,Yorba,Zanesville,United States,Large Enterprise,201595.0,1.0,1.0,21641.13,2020-10-25 00:00:00.000000,Checking,Active,Active,2020.0,32.0,6
11083,Elfreda,Sheppard,1994-04-05 00:00:00.000000,1200,3,Yorba,Zanesville,United States,Large Enterprise,200776.0,3.0,2.0,40804.47,2020-11-05 00:00:00.000000,Payroll,Inactive,Inactive,2020.0,32.0,6
11083,Elfreda,Sheppard,1994-04-05 00:00:00.000000,1200,3,Yorba,Zanesville,United States,Large Enterprise,200829.0,5.0,1.0,99367.56,2018-08-03 00:00:00.000000,Youth,Active,Active,2018.0,32.0,8
11083,Elfreda,Sheppard,1994-04-05 00:00:00.000000,1200,3,Yorba,Zanesville,United States,Large Enterprise,201565.0,3.0,1.0,2687.98,2019-09-01 00:00:00.000000,Payroll,Active,Active,2019.0,32.0,7
11083,Elfreda,Sheppard,1994-04-05 00:00:00.000000,1200,3,Yorba,Zanesville,United States,Large Enterprise,200933.0,4.0,1.0,18705.43,2021-07-15 00:00:00.000000,Business,Active,Active,2021.0,32.0,5
11083,Elfreda,Sheppard,1994-04-05 00:00:00.000000,1200,3,Yorba,Zanesville,United States,Large Enterprise,201595.0,1.0,1.0,21641.13,2020-10-25 00:00:00.000000,Checking,Active,Active,2020.0,32.0,6
11083,Elfreda,Sheppard,1994-04-05 00:00:00.000000,1200,3,Yorba,Zanesville,United States,Large Enterprise,200776.0,3.0,2.0,40804.47,2020-11-05 00:00:00.000000,Payroll,Inactive,Inactive,2020.0,32.0,6
11083,Elfreda,Sheppard,1994-04-05 00:00:00.000000,1200,3,Yorba,Zanesville,United States,Large Enterprise,200829.0,5.0,1.0,99367.56,2018-08-03 00:00:00.000000,Youth,Active,Active,2018.0,32.0,8
11083,Elfreda,Sheppard,1994-04-05 00:00:00.000000,1200,3,Yorba,Zanesville,United States,Large Enterprise,201565.0,3.0,1.0,2687.98,2019-09-01 00:00:00.000000,Payroll,Active,Active,2019.0,32.0,7
11083,Elfreda,Sheppard,1994-04-05 00:00:00.000000,1200,3,Yorba,Zanesville,United States,Large Enterprise,200933.0,4.0,1.0,18705.43,2021-07-15 00:00:00.000000,Business,Active,Active,2021.0,32.0,5
10598,Rudy,Lott,1998-11-06 00:00:00.000000,1048,1,Hemdale,Santa Monica,United States,Individual,,,,,,,,,,27.0,
10675,Pete,Marks,1969-06-09 00:00:00.000000,304,2,San Leandro,Bowie,United States,Small Business,200877.0,2.0,1.0,59425.38,2019-07-23 00:00:00.000000,Savings,Active,Active,2019.0,57.0,7
10196,BraEdon,Boone,1986-09-13 00:00:00.000000,500,1,Tiffany,,United States,Individual,201559.0,2.0,3.0,46035.26,2020-05-12 00:00:00.000000,Savings,Closed,Closed,2020.0,39.0,6
10568,Mirtha,Bowman,1965-05-26 00:00:00.000000,606,2,Ellis,Portage,United States,Small Business,200559.0,1.0,1.0,69307.18,2021-02-03 00:00:00.000000,Checking,Active,Active,2021.0,61.0,5
10568,Mirtha,Bowman,1965-05-26 00:00:00.000000,606,2,Ellis,Portage,United States,Small Business,201193.0,2.0,1.0,23397.62,2020-01-18 00:00:00.000000,Savings,Active,Active,2020.0,61.0,6
10568,Mirtha,Bowman,1965-05-26 00:00:00.000000,606,2,Ellis,Portage,United States,Small Business,201253.0,2.0,1.0,78877.32,,Savings,Active,Active,,61.0,
10748,Glayds,Russo,1996-05-30 00:00:00.000000,620,1,Santa Paula,El Reno,United States,Individual,201209.0,2.0,1.0,44989.68,2021-01-25 00:00:00.000000,Savings,Active,Active,2021.0,30.0,5
10748,Glayds,Russo,1996-05-30 00:00:00.000000,620,1,Santa Paula,El Reno,United States,Individual,200121.0,1.0,1.0,2700.75,2019-01-21 00:00:00.000000,Checking,Active,Active,2019.0,30.0,7
10740,Eleanora,Gates,1987-07-17 00:00:00.000000,655,2,Hansen,Middletown,United States,Small Business,200412.0,4.0,2.0,18323.69,2018-01-25 00:00:00.000000,Business,Inactive,Inactive,2018.0,39.0,8
10740,Eleanora,Gates,1987-07-17 00:00:00.000000,655,2,Hansen,Middletown,United States,Small Business,200412.0,4.0,2.0,18323.69,2018-01-25 00:00:00.000000,Business,Inactive,Inactive,2018.0,39.0,8
10740,Eleanora,Gates,1987-07-17 00:00:00.000000,655,2,Hansen,Middletown,United States,Small Business,201402.0,4.0,1.0,53136.92,2019-06-03 00:00:00.000000,Business,Active,Active,2019.0,39.0,7
10161,,Pena,1975-03-23 00:00:00.000000,634,1,Del Sur,Parma Heights,United States,Individual,201336.0,1.0,1.0,84317.45,2021-01-10 00:00:00.000000,Checking,Active,Active,2021.0,51.0,6
10161,,Pena,1975-03-23 00:00:00.000000,634,1,Del Sur,Parma Heights,United States,Individual,200738.0,1.0,1.0,74018.11,2020-02-17 00:00:00.000000,Checking,Active,Active,2020.0,51.0,6
10449,Shaun,Arnold,2000-10-07 00:00:00.000000,768,3,Gladstone,Streamwood,United States,Large Enterprise,200407.0,2.0,1.0,86226.61,2021-11-05 00:00:00.000000,Savings,Active,Active,2021.0,25.0,5
10449,Shaun,Arnold,2000-10-07 00:00:00.000000,768,3,Gladstone,Streamwood,United States,Large Enterprise,201121.0,4.0,1.0,27961.66,2020-01-16 00:00:00.000000,Business,Active,Active,2020.0,25.0,6
10044,Jeanmarie,Fulton,1976-10-08 00:00:00.000000,298,3,Owen,West Covina,United States,Large Enterprise,201045.0,2.0,1.0,10177.2,2019-02-14 00:00:00.000000,Savings,Active,Active,2019.0,49.0,7
10676,Ammie,Mcguire,1967-07-07 00:00:00.000000,331,1,Fallon,Bothell,United States,Individual,200574.0,1.0,1.0,22906.46,2020-06-11 00:00:00.000000,Checking,Active,Active,2020.0,59.0,6
10676,Ammie,Mcguire,1967-07-07 00:00:00.000000,331,1,Fallon,Bothell,United States,Individual,200482.0,4.0,1.0,10451.99,2022-01-21 00:00:00.000000,Business,Active,Active,2022.0,59.0,4
10676,Ammie,Mcguire,1967-07-07 00:00:00.000000,331,1,Fallon,Bothell,United States,Individual,200574.0,1.0,1.0,22906.46,2020-06-11 00:00:00.000000,Checking,Active,Active,2020.0,59.0,6
10676,Ammie,Mcguire,1967-07-07 00:00:00.000000,331,1,Fallon,Bothell,United States,Individual,200482.0,4.0,1.0,10451.99,2022-01-21 00:00:00.000000,Business,Active,Active,2022.0,59.0,4
10511,Shaunda,Watkins,1998-01-01 00:00:00.000000,195,3,Woodside,Abilene,United States,Large Enterprise,200250.0,5.0,1.0,55353.22,2019-06-05 00:00:00.000000,Youth,Active,Active,2019.0,28.0,7
10511,Shaunda,Watkins,1998-01-01 00:00:00.000000,195,3,Woodside,Abilene,United States,Large Enterprise,201439.0,1.0,2.0,11351.57,2022-01-17 00:00:00.000000,Checking,Inactive,Inactive,2022.0,28.0,4
10511,Shaunda,Watkins,1998-01-01 00:00:00.000000,195,3,Woodside,Abilene,United States,Large Enterprise,201590.0,3.0,2.0,31528.97,2021-04-10 00:00:00.000000,Payroll,Inactive,Inactive,2021.0,28.0,5
10759,Reginald,Anthony,1985-02-28 00:00:00.000000,421,1,Onondaga,Norwich,United States,Individual,,,,,,,,,,41.0,
10425,Suellen,Zimmerman,1986-06-02 00:00:00.000000,956,3,Ashwood,Pittsburgh,United States,Large Enterprise,201042.0,5.0,1.0,39896.93,2019-12-27 00:00:00.000000,Youth,Active,Active,2019.0,40.0,7
10425,Suellen,Zimmerman,1986-06-02 00:00:00.000000,956,3,Ashwood,Pittsburgh,United States,Large Enterprise,201213.0,1.0,1.0,69773.84,2018-02-16 00:00:00.000000,Checking,Active,Active,2018.0,40.0,8
10080,Freeman,Kelly,1974-05-31 00:00:00.000000,97,3,Ward,Cedar Falls,,Large Enterprise,200367.0,3.0,1.0,39998.22,2018-08-01 00:00:00.000000,Payroll,Active,Active,2018.0,52.0,8
10437,Lincoln,Bartlett,1978-02-22 00:00:00.000000,182,2,Ord,South Lake Tahoe,United States,Small Business,201649.0,1.0,1.0,15975.67,2018-08-11 00:00:00.000000,Checking,Active,Active,2018.0,48.0,8
10437,Lincoln,Bartlett,1978-02-22 00:00:00.000000,182,2,Ord,South Lake Tahoe,United States,Small Business,201069.0,3.0,1.0,96340.33,2021-09-21 00:00:00.000000,Payroll,Active,Active,2021.0,48.0,5
10536,Jamie,Swanson,1996-03-30 00:00:00.000000,523,2,Boyd,Bellflower,United States,Small Business,,,,,,,,,,30.0,
10123,Cecille,Spencer,1993-12-05 00:00:00.000000,499,2,Girard,Menasha,United States,Small Business,200094.0,3.0,1.0,48348.54,2018-06-12 00:00:00.000000,Payroll,Active,Active,2018.0,32.0,8
10436,Chantell,Schneider,1993-01-03 00:00:00.000000,268,3,Bigler,Medina,United States,Large Enterprise,200600.0,5.0,1.0,87054.96,2021-11-07 00:00:00.000000,Youth,Active,Active,2021.0,33.0,5
10436,Chantell,Schneider,1993-01-03 00:00:00.000000,268,3,Bigler,Medina,United States,Large Enterprise,200922.0,1.0,2.0,11015.81,2018-02-22 00:00:00.000000,Checking,Inactive,Inactive,2018.0,33.0,8
10436,Chantell,Schneider,1993-01-03 00:00:00.000000,268,3,Bigler,Medina,United States,Large Enterprise,201137.0,3.0,1.0,73446.68,2021-06-22 00:00:00.000000,Payroll,Active,Active,2021.0,33.0,5
10720,Gabriel,Craft,1984-04-23 00:00:00.000000,1083,3,Dashiell Hammett,Glendale Heights,United States,Large Enterprise,,,,,,,,,,42.0,
10118,Tonie,Heath,1993-01-14 00:00:00.000000,681,1,Ccsf Parking Lot,Dixon,United States,Individual,,,,,,,,,,33.0,
10208,Barton,Hart,1976-09-30 00:00:00.000000,251,3,Pollard,Ashwaubenon,United States,Large Enterprise,,,,,,,,,,49.0,
10253,Charita,Farmer,1999-11-28 00:00:00.000000,137,3,Pope,Mountlake Terrace,United States,Large Enterprise,200398.0,2.0,1.0,3670.72,2019-04-14 00:00:00.000000,Savings,Active,Active,2019.0,26.0,7
10253,Charita,Farmer,1999-11-28 00:00:00.000000,137,3,Pope,Mountlake Terrace,United States,Large Enterprise,200012.0,1.0,2.0,-384.45,2020-12-28 00:00:00.000000,Checking,Inactive,Inactive,2020.0,26.0,6
10843,Salena,Burton,1968-10-30 00:00:00.000000,77,2,Fratessa,Country Club Hills,United States,Small Business,201000.0,2.0,2.0,2903.48,2020-08-10 00:00:00.000000,Savings,Inactive,Inactive,2020.0,57.0,6
10843,Salena,Burton,1968-10-30 00:00:00.000000,77,2,Fratessa,Country Club Hills,United States,Small Business,200966.0,5.0,1.0,27860.05,2018-06-29 00:00:00.000000,Youth,Active,Active,2018.0,57.0,8
10793,Marinda,David,1960-05-08 00:00:00.000000,375,1,Roach,Portland,United States,Individual,,,,,,,,,,66.0,
10689,Melita,Beach,1968-06-12 00:00:00.000000,754,1,Eastwood,Country Club Hills,United States,Individual,201019.0,1.0,1.0,52550.59,2020-06-07 00:00:00.000000,Checking,Active,Active,2020.0,58.0,6
10689,Melita,Beach,1968-06-12 00:00:00.000000,754,1,Eastwood,Country Club Hills,United States,Individual,201019.0,1.0,1.0,52550.59,2020-06-07 00:00:00.000000,Checking,Active,Active,2020.0,58.0,6
10755,Damien,Hatfield,1960-12-28 00:00:00.000000,824,2,Bonifacio,Eagan,United States,Small Business,200752.0,1.0,1.0,80947.03,2018-06-25 00:00:00.000000,Checking,Active,Active,2018.0,65.0,8
10384,Mammie,Faulkner,,988,2,Alpha,Ashland,United States,Small Business,200982.0,5.0,1.0,168.24,,Youth,Active,Active,,,
10384,Mammie,Faulkner,,988,2,Alpha,Ashland,United States,Small Business,201082.0,1.0,1.0,35976.6,2020-04-18 00:00:00.000000,Checking,Active,Active,2020.0,,6
10384,Mammie,Faulkner,,988,2,Alpha,Ashland,United States,Small Business,201148.0,2.0,1.0,86058.88,2021-05-19 00:00:00.000000,Savings,Active,Active,2021.0,,5
10384,Mammie,Faulkner,,988,2,Alpha,Ashland,United States,Small Business,200445.0,1.0,2.0,73494.54,2021-11-24 00:00:00.000000,Checking,Inactive,Inactive,2021.0,,5
10900,Shirleen,Gamble,1960-02-20 00:00:00.000000,962,1,Kezar,Chickasha,United States,Individual,201006.0,5.0,1.0,68744.61,2018-08-21 00:00:00.000000,Youth,Active,Active,2018.0,66.0,8
